"ideology","type"
0.974043415036398,"Republican"
0.616632494055146,"Republican"
0.333755684640003,"Republican"
0.935089921441069,"Republican"
0.632950458631459,"Republican"
0.259262007481849,"Republican"
1.02180367665591,"Republican"
0.613609128004155,"Republican"
0.640390505194844,"Republican"
1.06270657169016,"Republican"
0.978819942477943,"Republican"
1.15209504431017,"Republican"
0.848534745882456,"Republican"
0.760792605717058,"Republican"
0.945525884456931,"Republican"
0.710844387499348,"Republican"
0.811811051126082,"Republican"
0.978160923238447,"Republican"
1.04081147712035,"Republican"
1.11716668974501,"Republican"
0.867205645432441,"Republican"
0.878533432602103,"Republican"
1.32902157733088,"Republican"
0.771049058596115,"Republican"
1.08743191273187,"Republican"
1.0501541335136,"Republican"
0.578582377120332,"Republican"
0.987471180222113,"Republican"
0.971214203570542,"Republican"
0.568159434612071,"Republican"
0.917239764680737,"Republican"
0.514226687961448,"Republican"
0.630324478840389,"Republican"
0.569360594321602,"Republican"
-0.0237672914639103,"Republican"
0.770662323552097,"Republican"
0.579613340238844,"Republican"
1.03481273278577,"Republican"
1.03950041724459,"Republican"
0.835356295876425,"Republican"
0.897471780846951,"Republican"
1.0052273368611,"Republican"
0.574975390370327,"Republican"
1.02804172875076,"Republican"
0.539718343376737,"Republican"
0.950129007531231,"Republican"
0.399664052985445,"Republican"
0.887507613153117,"Republican"
0.387240921443198,"Republican"
1.07529874212065,"Republican"
0.712833725277117,"Republican"
0.904124538608525,"Republican"
1.14729424072247,"Republican"
0.746979058008398,"Republican"
0.654537409262981,"Republican"
0.612734927455828,"Republican"
0.916535614735104,"Republican"
0.5032310673296,"Republican"
0.575990084147954,"Republican"
0.981168193254411,"Republican"
1.25227001666837,"Republican"
1.09885695274497,"Republican"
0.743580688346802,"Republican"
0.392859362364825,"Republican"
1.12010834519299,"Republican"
0.645880920265009,"Republican"
1.08321686524182,"Republican"
0.698261991986941,"Republican"
0.923723282093095,"Republican"
0.179283215366541,"Republican"
0.648124633657517,"Republican"
0.775100713205905,"Republican"
0.920229183345525,"Republican"
0.80532278975508,"Republican"
0.840301379246818,"Republican"
0.688305393785608,"Republican"
0.905841638775071,"Republican"
1.05132164596936,"Republican"
0.993694146479787,"Republican"
0.966902438994352,"Republican"
1.06735642198628,"Republican"
0.602641678976752,"Republican"
0.758616294498759,"Republican"
0.639530726646828,"Republican"
0.796500237988414,"Republican"
0.339605078025099,"Republican"
0.856209402222072,"Republican"
0.778933009631624,"Republican"
1.15438521549816,"Republican"
0.758946973522397,"Republican"
1.02913483160436,"Republican"
0.701468484929443,"Republican"
0.83076672790632,"Republican"
0.409208340848289,"Republican"
0.932091789973381,"Republican"
1.00485898253437,"Republican"
0.800089285306232,"Republican"
0.614031461205944,"Republican"
0.578428284384533,"Republican"
0.971232905030513,"Republican"
0.242584907527841,"Republican"
0.959531136659183,"Republican"
0.843882021515654,"Republican"
0.471777133901513,"Republican"
0.407857680587847,"Republican"
0.858533551419592,"Republican"
0.351104371858572,"Republican"
0.554006229452427,"Republican"
1.22959667492245,"Republican"
0.773313580636116,"Republican"
0.596380259101974,"Republican"
0.801661285096588,"Republican"
0.384317116841212,"Republican"
0.911697324632759,"Republican"
1.06454256786248,"Republican"
0.376940516294888,"Republican"
1.11406106797163,"Republican"
0.99610898374559,"Republican"
0.819984587125999,"Republican"
0.592196570498905,"Republican"
0.918072340886603,"Republican"
1.0399331332659,"Republican"
0.907769845383764,"Republican"
1.03973588837044,"Republican"
0.99822329877923,"Republican"
0.844449069495547,"Republican"
0.821556888720824,"Republican"
0.561597372228435,"Republican"
0.736529339995473,"Republican"
0.82275824027682,"Republican"
0.587637484765511,"Republican"
-0.102691044403141,"Republican"
0.934510763958882,"Republican"
0.430780465563458,"Republican"
1.21253677775946,"Republican"
0.627148403647787,"Republican"
0.293797026180568,"Republican"
0.962684595629299,"Republican"
0.328084340148583,"Republican"
0.695129650394628,"Republican"
0.814551962597942,"Republican"
0.366857914198099,"Republican"
0.906826896401094,"Republican"
0.909301884425582,"Republican"
1.05982762529047,"Republican"
1.02988161662506,"Republican"
0.813177185618738,"Republican"
1.01500899224404,"Republican"
0.490696438707142,"Republican"
1.09982713769642,"Republican"
1.11819306813631,"Republican"
0.0756697389692469,"Republican"
-0.184240538597723,"Republican"
0.78826265421063,"Republican"
0.667157411873965,"Republican"
0.64039789238179,"Republican"
0.12636848559471,"Republican"
0.981178282205993,"Republican"
1.05183567768084,"Republican"
0.802554716280348,"Republican"
0.75242181104985,"Republican"
0.795267186078717,"Republican"
1.0894094355351,"Republican"
0.728284823884218,"Republican"
0.716147164508233,"Republican"
1.1847559063652,"Republican"
1.2198273663329,"Republican"
1.09957336450384,"Republican"
0.89977511025408,"Republican"
1.1411244490222,"Republican"
0.915847129627959,"Republican"
0.737996938329217,"Republican"
0.995723410731446,"Republican"
0.974128217380402,"Republican"
0.896380473300241,"Republican"
0.995438141252503,"Republican"
0.758250820386016,"Republican"
0.581411227797439,"Republican"
0.636717922642037,"Republican"
0.904642410416088,"Republican"
1.0049597428893,"Republican"
0.434859288939347,"Republican"
0.826457837398912,"Republican"
1.00895231420058,"Republican"
1.06980859950778,"Republican"
0.797029693975103,"Republican"
0.901490314090003,"Republican"
1.20619908135211,"Republican"
0.438792652665581,"Republican"
0.916091521085992,"Republican"
0.771743262801653,"Republican"
0.647242709073619,"Republican"
0.427032971977965,"Republican"
0.459681597553543,"Republican"
0.657935483510103,"Republican"
0.978934277955333,"Republican"
0.419323032541739,"Republican"
0.721201401998474,"Republican"
0.889356796993092,"Republican"
0.858154430208315,"Republican"
0.606385014753995,"Republican"
0.513879811442926,"Republican"
0.798873145256435,"Republican"
0.858448761367126,"Republican"
0.657390980061114,"Republican"
1.03582849619113,"Republican"
0.906371086325584,"Republican"
0.897811043270998,"Republican"
0.773878138154748,"Republican"
1.06537175154113,"Republican"
0.820429000829094,"Republican"
1.12516371493216,"Republican"
0.864670148005637,"Republican"
0.893753891153157,"Republican"
1.09258501800094,"Republican"
0.629310340685871,"Republican"
1.0118594226002,"Republican"
0.846769587108757,"Republican"
0.609450634147006,"Republican"
0.469185287038999,"Republican"
0.936885060724856,"Republican"
0.995196943355345,"Republican"
0.716417457327763,"Republican"
0.702255764165794,"Republican"
0.809458034231801,"Republican"
0.940211217922733,"Republican"
0.774784961728939,"Republican"
1.05322937315318,"Republican"
0.74142238822503,"Republican"
1.00900748605482,"Republican"
0.886862606459186,"Republican"
1.09938940100842,"Republican"
1.01343862239521,"Republican"
0.601573707598734,"Republican"
1.09881502251127,"Republican"
0.634184895431166,"Republican"
0.861864981700156,"Republican"
0.813430074582832,"Republican"
0.650357933481096,"Republican"
0.656509698029873,"Republican"
0.726706968241808,"Republican"
0.661469176350314,"Republican"
1.12410088727575,"Republican"
0.575912932269729,"Republican"
0.247766908127148,"Republican"
0.673317116546758,"Republican"
0.677778639236925,"Republican"
0.330137968794562,"Republican"
1.05660813884123,"Republican"
0.887053452823921,"Republican"
0.813609560435865,"Republican"
0.63126559972016,"Republican"
0.941356103918785,"Republican"
0.956248372457663,"Republican"
0.951256248638153,"Republican"
0.806157577517697,"Republican"
1.06813169936088,"Republican"
0.784207526865662,"Republican"
1.03496191239179,"Republican"
0.145200676409251,"Republican"
1.16819066857169,"Republican"
0.472826326058574,"Republican"
0.929452715902447,"Republican"
0.86314249739602,"Republican"
1.07514598736956,"Republican"
0.775645142711186,"Republican"
0.727873488918892,"Republican"
0.990202470797298,"Republican"
0.787133855685619,"Republican"
0.377815429183281,"Republican"
0.374899974485871,"Republican"
0.326278669565945,"Republican"
0.753168402452573,"Republican"
0.565470336283973,"Republican"
0.739773742241591,"Republican"
0.728352762758985,"Republican"
0.894600610231285,"Republican"
0.693561023119738,"Republican"
0.557653444197731,"Republican"
0.894156806864714,"Republican"
0.877161863150396,"Republican"
0.574440667738157,"Republican"
0.828564161132692,"Republican"
-0.813150388385616,"Democrat"
0.0355137497436291,"Democrat"
-1.255683097208,"Democrat"
-0.960067414596648,"Democrat"
-1.34149055397168,"Democrat"
-1.48406638457426,"Democrat"
-0.968507214977972,"Democrat"
-1.04990533041991,"Democrat"
-0.646367546812701,"Democrat"
-1.1161135873385,"Democrat"
-0.891394561433022,"Democrat"
-0.696914658477186,"Democrat"
-1.57356235232461,"Democrat"
-0.854883256950789,"Democrat"
-1.39000414473344,"Democrat"
-1.12741096891085,"Democrat"
-0.937046772285525,"Democrat"
-1.06330294570428,"Democrat"
-1.19959734976055,"Democrat"
-0.559629629633175,"Democrat"
-1.17677780664112,"Democrat"
-1.26555092251716,"Democrat"
-0.551846369181865,"Democrat"
-1.3402782307844,"Democrat"
-1.4347769698711,"Democrat"
-0.19639515598412,"Democrat"
-1.64000100844176,"Democrat"
-1.17115457893816,"Democrat"
-1.19199839381226,"Democrat"
-0.677751435237404,"Democrat"
-1.27533430125801,"Democrat"
-0.361051329469457,"Democrat"
-0.550095271929129,"Democrat"
-1.57307294225411,"Democrat"
-0.895661099006035,"Democrat"
-0.913961029954347,"Democrat"
